"","id","quote","rating","date","reviewnospace"
"108","rn579369896","Cheap price, bad service",2,"Reviewed May 10, 2018
","The only good thing about lion air is the price. Ive been forced to use it for the past 8 years. I regret it every time. Staff doesn't care, is distracted on their phones and seem like they don't like their job. They get things wrong all the time, the counter is extremely slow, crowded and chaotic and check in..."
"109","rn579190326","Economic flight for you",3,"Reviewed May 10, 2018
","In the last six month I often go to Kuala Lumpur by Lion Air and vice versa.punctuality from Kuala lumpur to Jakarta has no problem always on time,but form Jakarta to Kuala lumpur you have to be patient, most of the time delay around 1 hour.Beside on that everything is good, the crew is polite and smile."
"110","rn579055539","Just don't fly lion air. Ever.",1,"Reviewed May 9, 2018
","I write this review sitting on the runway at Yogyakarta. We've been here for 30 minutes. We've landed, full marks for the landing, however now we're just sat here. Looking at my watch it's now 3.5 hours after we were supposed to land. The flight was delayed by 2.5 hours, no explanation for why and the staff were far from..."
"111","rn578894009","Get you to your destination",4,"Reviewed May 8, 2018
","No fuss and get you to your destination. Its a local budget airline, run quite efficiently. Its serves its purposes"
"112","rn578892343","Never on time",3,"Reviewed May 8, 2018
","Again late leaving Denpasar but that airport is all over the place again. We were then driven by bus from terminal, then climb up stairs only thing on the plane as refreshments in the heat of sitting around was extremely overpriced warm water. Yogjakarta because of l as the, arrival we circled for ages. All up on receiving luggage over..."
"113","rn578391908","Not a fan of Lion Air",2,"Reviewed May 6, 2018
","If you have a connecting flight i would not recommend Lion Air at all.My flight was delayed by 2.5hours from Makassar to Bali.Lion air is my last option always.Perhaps if you have a morning flight with them it may be better.Seems by the afternoon its just chaos with bad management causing delays ."
"114","rn578386351","Comfortable Seat",4,"Reviewed May 6, 2018
","Local airline in Thailand now I like this airline because they have comfortable seat felling bigger also the service excellent!!!"
"115","rn578167342","Would try Batik instead",2,"Reviewed May 5, 2018
","The lack of communication between the airline and its customers is ridiculous. Both to and from Lombok we were delayed for two hours, with little said by the staff. When we did ask them, we got abrupt answers or ignored. The waiting room was jam packed because there were quite a few delays, apparently it's just a regular thing with..."
"116","rn578003043","Hardly ever on time",1,"Reviewed May 5, 2018
","Although Lion fly to many locations around Indonesia and South East Asia, I have found them quite unreliable."
"117","rn577971611","Unreliable - at your own risk!",1,"Reviewed May 4, 2018
","I fly domestically in Indonesia a great deal and have flown Lion Air many times. I now refuse to book them at all or to allow my office or clients to arrange my schedule with Lion Air. The reason for this is that my flights with Lion have NEVER run to schedule and this has resulted in loss of onward..."
"118","rn577518548","breaking the habit",3,"Reviewed May 2, 2018
","for past 5 years i have flown with lion air for many times, both for business purposes or personal. and as we know, Lion Air is first Operator with 737-9Max and the most -900ER. i am very exiting for flying with lion, the stewardess are kind the pilot are well trained. even some of my flight was delayed due to..."
"119","rn577396023","Poor online booking services",1,"Reviewed May 2, 2018
","I have tried to book via the web portal from Lion Air tickets from Palu to Jakarta. After I already confirmed the credit card details and my bank approval I was forwarded all the way back to the Internet homepage. No ticket were send, no booking confirmation received. What did happen was debiting of my credit card account with the..."
"120","rn577311001","Mr",1,"Reviewed May 2, 2018
","I have flown Lion Air multiple times over the last 5 years.I believe the planes are good quality n staff are friendly. You need however plenty patience with this airline n dont be in a hurry or have onward connections. This airline is NEVER on time and there is never any anouncement of expected delays.Guess this is buziness..."
"121","rn577259047","My worst fears were not realised",3,"Reviewed May 1, 2018
","Reading the reviews nearly caused me to draft a last will and testament especially given the number of failed Indonesian pilots that get jobs anyway. However 2 flights out of three were on time. The third was over an hour late and clearly the staff had better things to do than apologise or hand out the promised rewards for various..."
"122","rn577099055","Delay all the flights",1,"Reviewed May 1, 2018
","Delay every flight! Worst service ever! If you have connections or need to arrive on time dont even flight with Lion Air..."
"123","rn576976512","This airline is a disaster ",1,"Reviewed April 30, 2018
","I do not recommend this airline at all. If you have to fly with them use it only for short flights. I know they are lowcost so didnt expect much but....they dont know the boarding gate until lastminute of the departure and when I asked none of the ground staff knew. In the other flight they cancelled my flight schedule..."
"124","rn576674061","Cheap as the service",1,"Reviewed April 29, 2018
","Yes, they are famous because of it's cheap and tend to be delayed in every flight. I've never experienced 4 hours delayed flight and got a reaaaaly cheap food... better flight with another air lines from padang...Sorry Lion Air, I should review it fair and square"
"125","rn576381624","Frequent delays and exceptionally slow baggage service",2,"Reviewed April 29, 2018
","Save your time and pay more for another airline! Otherwise, opt for the earliest flights by this airline."
"126","rn576379757","Old air craft, no frill",2,"Reviewed April 29, 2018
","I flew with Lion for the first time for budget holiday.I heard some negative comments on this airline, so I did not expect much.Booking: Made online booking and the e ticket was never sent to mail box. No confirmation mail. Had to retrieve it from the site.Check in: Received the email reminder for the flight. Tried to..."
"127","rn576148763","It's the old story of punctuality.",3,"Reviewed April 27, 2018
","You just don't know what you're going to endure with this airline. They are very famous for delayed flights domestically, but not on International flights, unfortunately I had my share on this day. We were boarding the aircraft 45 minutes from ETD, without a single explanation from the ground crew. I guess they considered it's just another day at the..."
